dist_0,dist_1,dist_2,dx_0,dx_1,dx_2,dy_0,dy_1,dy_2,norm_lx_0,norm_lx_1,norm_lx_2,norm_ly_0,norm_ly_1,norm_ly_2,norm_rx_0,norm_rx_1,norm_rx_2,norm_ry_0,norm_ry_1,norm_ry_2,yaw,roll,label
0.06627769371984388,-0.06626817584037781,-0.001123189926147461,-0.3695845369077564,0.3279856022016347,0.3666908793678435,0.340464852157492,0.06072355836946431,-0.060714781284332275,-0.001032412052154541,-0.3387450149607524,0.335604010792814,0.3358291723819135,0.347074669277499,0.0642878029741396,-0.06427827477455139,-0.0011067986488342285,-0.35852711616306576,0.33044913488237065,0.3556394187828643,0.34274626884704457,0.7486028233467658,1.1070844091976237,0
0.06649861473043435,-0.06649133563041687,-0.000983893871307373,-0.36367231864805966,0.32634100894125284,0.37194116550152717,0.33722612038989025,0.06104425311971399,-0.0610375702381134,-0.0009032487869262695,-0.33339882367650253,0.33467810617546395,0.34187802677593326,0.344671016994671,0.06453782599892853,-0.06453052163124084,-0.0009709596633911133,-0.3527792941117998,0.32898200193524285,0.36114111974483104,0.33972401838270777,0.06023591977885454,1.144020651759743,0
0.0660838200801185,-0.06605884432792664,-0.0018166899681091309,-0.36109172945462786,0.31859576563953396,0.3726125072880197,0.33877342905478747,0.0604891253568619,-0.06046712398529053,-0.001631319522857666,-0.32998380875345473,0.32744695366610765,0.3416141506570334,0.3455657393878201,0.06405866314110222,-0.0640343427658081,-0.0017650127410888672,-0.3498377450972801,0.32150202707832665,0.36138070055212973,0.3411057204098824,-0.053895956242684014,1.288444862596916,0
0.06573601186888887,-0.0657031238079071,-0.0020791292190551758,-0.3677877456833488,0.3197958351132578,0.362830310402349,0.34291573049019963,0.06029598167168564,-0.060266464948654175,-0.0018864274024963379,-0.33774155861759786,0.32822072445837297,0.33242090727483076,0.34919777763149473,0.06378696327546732,-0.06375470757484436,-0.0020282864570617676,-0.3570032775428116,0.3224583148944967,0.3519484102160457,0.34501283928478266,0.385445448082612,1.644065070266051,0
0.06475534170742388,-0.06471401453018188,-0.0023131370544433594,-0.36653072902381445,0.31966209526127637,0.35380419566453347,0.3454097392299436,0.059306489865754985,-0.05927041172981262,-0.00206834077835083,-0.336228748268327,0.3287555092025914,0.32351316203658376,0.3517783136077842,0.06279407084882403,-0.06275403499603271,-0.002241969108581543,-0.35563269769446665,0.3226118485359799,0.3428855970046603,0.3475673185482828,0.5569176334356716,1.7542785790944704,0
0.06524730177551635,-0.0652083158493042,-0.0022552013397216797,-0.3643713143948588,0.32060035178083895,0.35430925821399656,0.3454556078792332,0.05977705536358515,-0.05974256992340088,-0.00203019380569458,-0.33440258664327976,0.32921258371471007,0.3240383468857905,0.35158796372230616,0.0632845235568467,-0.06324657797813416,-0.00219118595123291,-0.35358368916968225,0.3234244543806644,0.34347597699191657,0.3475741775197163,0.10468846692438372,2.378728268833407,0
0.06446082756922861,-0.06442958116531372,-0.002006828784942627,-0.3574227400311726,0.31164271520930564,0.35013993362028173,0.3336816158967302,0.05889637049839377,-0.05886802077293396,-0.0018271803855895996,-0.32741012854972806,0.3186722009226399,0.31907574668502664,0.338738211216174,0.06246264077754339,-0.06243199110031128,-0.0019565224647521973,-0.34662355432499986,0.3140129328988469,0.3390016778331418,0.3354993719099464,0.7485953546872347,2.1565488751885273,0
0.05732905633915529,-0.05586451292037964,-0.01287543773651123,-0.336593892738307,0.317543785842846,0.2659856026423887,0.4564239866803651,0.05208161451261459,-0.05072680115699768,-0.011801958084106445,-0.31093454540190374,0.3256278898607845,0.2362273046803797,0.452929061482217,0.05551823325756797,-0.05408215522766113,-0.01254570484161377,-0.32752611772088974,0.31996181631934245,0.2558280744588822,0.45528537142541287,1.6685759206535098,2.7312179276814605,1
0.05782779323100072,-0.056247204542160034,-0.013427793979644775,-0.333593078753369,0.3038603032303252,0.27148930933806903,0.44831053349756045,0.05260972073607724,-0.05115121603012085,-0.012301862239837646,-0.3080133571560486,0.3123568475517333,0.24224865499581766,0.44469480536923656,0.05600807699464653,-0.054458796977996826,-0.01308220624923706,-0.32448899720876767,0.306430874974686,0.2613544984148047,0.44716342627614325,1.507404544166591,2.588627663865947,1
0.057718228232340824,-0.05609598755836487,-0.013588011264801025,-0.3397635787068989,0.3023149859260352,0.26479862247878416,0.44875679678526836,0.05255620847233541,-0.051060259342193604,-0.012450098991394043,-0.31475812993793495,0.3121125044448909,0.2355326149912056,0.4462907153799519,0.05593037435188629,-0.05434092879295349,-0.013238966464996338,-0.3309032867497407,0.305343788693961,0.2547441535660429,0.44802384578670984,1.507404544166591,2.7247318852570164,1
0.05794872316638866,-0.05654290318489075,-0.01268678903579712,-0.3367887528543872,0.3151858481506965,0.27065166853233585,0.45148002556053923,0.05268715852449083,-0.05138865113258362,-0.011625111103057861,-0.3109631740816184,0.3229575662758616,0.24110511637031645,0.44784613742011636,0.0561404788833294,-0.05476251244544983,-0.012362062931060791,-0.32775109695765986,0.3174622309417455,0.26056258632255574,0.4502678757367823,1.8683838037230287,2.6486607263381674,1
0.056098299258761815,-0.054453879594802856,0.013483107089996338,-0.2628403422131019,0.45280248861381733,0.3271236831483011,0.3067238585440453,0.05062023000260501,-0.04906964302062988,0.01243293285369873,-0.23051995533337094,0.44891367114731434,0.3011101936094206,0.3142128349902484,0.05419604729521015,-0.0525759756565094,0.013152122497558594,-0.2516911503235015,0.4519294097007134,0.3179272949815013,0.3094367317052507,0.9761305803681327,-0.28715980304525585,1
0.057382046434709025,-0.05572596192359924,0.01368635892868042,-0.2761741281057135,0.4477276939837967,0.3254307829660307,0.29997285114280026,0.0519659123810622,-0.05041816830635071,0.012588262557983398,-0.2448328742224827,0.4443706677137516,0.29947029459365226,0.3084706255193031,0.0554894505018157,-0.053862035274505615,0.013340175151824951,-0.2652752144678204,0.4469838330736621,0.3162071650716803,0.3029663121756256,0.6294932898741407,-0.29207739267800903,1
0.057070150573778004,-0.055498600006103516,0.013300657272338867,-0.2735244650430225,0.45742197474847257,0.32478879591394444,0.3140316977935786,0.051572011428720387,-0.050106436014175415,0.012207269668579102,-0.2419201679549418,0.45391027908658677,0.29826183885740826,0.32230747609722493,0.05514975558707651,-0.053606271743774414,0.012956202030181885,-0.262530576464943,0.45661296745875357,0.31538207811077035,0.3169361560537293,1.149379221871152,-0.2294103095515079,1
0.05679849063099333,-0.05527240037918091,0.013077855110168457,-0.27231282128333817,0.45949978574560757,0.3258568284756397,0.3179684616637485,0.05136425015617271,-0.049934446811676025,0.012034833431243896,-0.24013365154108565,0.45642932814281073,0.30026753160527214,0.32618580607593933,0.05490659835013246,-0.05340522527694702,0.012752115726470947,-0.2611095213578392,0.4588424755991265,0.3168531630933208,0.3208363722734196,0.21786535694280795,-0.17518725312155783,1
0.05990530999374825,-0.05721813440322876,-0.01774066686630249,-0.2931788893719695,0.4581506483821424,0.3186265691781792,0.64784290137722,0.054017391689043716,-0.05138549208641052,-0.01665562391281128,-0.264154232859297,0.4627852630118791,0.2852856409961047,0.6408756836747611,0.057808620522845515,-0.055122315883636475,-0.017417430877685547,-0.28194861649097525,0.45998359003163675,0.307447282156698,0.6462196390749732,-5.400370083497192,3.9539846516553503,1
0.058501428686075094,-0.05583876371383667,-0.017448484897613525,-0.2811864250561923,0.4462346211888003,0.3148239365033062,0.6324758110150559,0.05292796661106382,-0.05035656690597534,-0.016296803951263428,-0.2539516960875879,0.45039859290202017,0.2835429340288075,0.6243470002312804,0.05651517445457655,-0.053861528635025024,-0.017114341259002686,-0.2706314406851955,0.44767499276385453,0.3042743598877811,0.6303496088048831,-5.626506701019006,3.7265247176404586,1
0.060688905577051706,-0.05828601121902466,-0.016908109188079834,-0.29786074938618234,0.4765677803050007,0.32445970371031646,0.6570958684493551,0.054634103040008805,-0.05230209231376648,-0.015791654586791992,-0.2670586944343867,0.48105185132059664,0.29137138348410574,0.6496595400620093,0.05856137737188932,-0.05616983771324158,-0.016564548015594482,-0.2861723176081603,0.47837833693846227,0.31355372514172886,0.6552382182514379,-5.315156545492834,3.560023762151341,1
0.06114093926348372,-0.058691561222076416,-0.017132282257080078,-0.3082911446459458,0.47982638081086154,0.31794853576761867,0.6626280432991514,0.05495661303486597,-0.05257102847099304,-0.016016125679016113,-0.2768300545766356,0.48570031327051055,0.2841034660723888,0.656592571337039,0.05897978502685676,-0.05653846263885498,-0.016793370246887207,-0.29630287841983227,0.4821636157382338,0.3069632136178225,0.6613490829076015,-3.5204064066964706,3.413447478739752,1
0.0566900580976108,-0.05478250980377197,0.014582157135009766,-0.3120870412009315,0.5489135127943893,0.27429885102874985,0.3928277245952994,0.051642991409535564,-0.04991888999938965,0.013232648372650146,-0.28589580408822657,0.5457292473644587,0.24843044266930978,0.4040884508702493,0.054970027323635935,-0.05311101675033569,0.01417475938796997,-0.30323030453527405,0.5482633892774389,0.2652641119477547,0.3965383412533792,5.466171362664065,0.05355335222027484,1
0.05837221412758048,-0.0568748414516449,0.013136506080627441,-0.34493101205534293,0.5640901271599933,0.26416975243449037,0.42340479613822024,0.05300023205155568,-0.051635414361953735,0.011950254440307617,-0.3162237845141614,0.5582921251196893,0.23676536780471033,0.43031094873912845,0.056496555305690824,-0.055035144090652466,0.012766897678375244,-0.33455933561024115,0.562721535684224,0.2548392013144723,0.42599452357161377,5.71506010652552,0.34471510341643713,1
0.05815860152975511,-0.05667045712471008,0.013072192668914795,-0.3484644543104895,0.5757789428043739,0.26212275506553484,0.43493459378891247,0.0527512758534785,-0.05140811204910278,0.011828064918518066,-0.3196016861460849,0.5683968403857854,0.2342871876682927,0.44095715633623933,0.05627873189104401,-0.054830193519592285,0.012686431407928467,-0.3380932265585109,0.5739236236319248,0.2526663428764339,0.4372356005714964,6.552279658470187,0.32917715343155823,1
0.05830276006159522,-0.057180047035217285,0.011386573314666748,-0.36070684104371564,0.5725268835470266,0.2526834436384374,0.4503791447958512,0.052809917394433435,-0.051807701587677,0.010239601135253906,-0.33115442218151464,0.5658713711400803,0.22460484129060002,0.4560276025346315,0.05637799408472442,-0.0552886426448822,0.011029243469238281,-0.34989938610487337,0.5709667480611059,0.24320114476294374,0.4526522110468546,8.6489555009056,0.2783561222237326,1
0.05879212625022099,-0.057580530643463135,0.011874198913574219,-0.34803922898965245,0.574850022414715,0.269078360123873,0.4475886560411966,0.0533160083112158,-0.05223706364631653,0.010671734809875488,-0.3189889806836984,0.5674883647863698,0.2408601631074816,0.45311437093925166,0.0569214556076635,-0.055745720863342285,0.011509418487548828,-0.3378578597358719,0.5729993870320947,0.2595952112612571,0.4496475438003216,6.904701106025199,0.1216636928707794,1
